texts,sentiment
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium",neutral
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said",negative
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier",positive
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",neutral
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation",neutral
Net sales dropped by 6 % year-on-year to EUR 11.9 million,negative
It will use the proceeds from the transaction to achieve its target,neutral
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions,positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009",positive
"Previously , the company anticipated its operating profit to improve over the same period",positive
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008,negative
The restructuring measures will not affect the production of packaging printing material,neutral
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates",positive
The passenger tunnel is expected to be put into operation in 2009,neutral
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million,negative
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China",neutral
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007",positive
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007",negative
17 March 2011 - Goldman Sachs estimates that there are,negative
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007",negative
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008,positive
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 )@,positive
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008",negative
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008,negative
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38",positive
The compnay also said that it would lower the price of development projects by about one third compared with last November,neutral
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago,positive
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007,negative
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said",neutral
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry",neutral
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company,positive
Competition authorities will have to approve the deal before it can be finalized,neutral
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year",positive
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction",neutral
Subscription sales decreased slightly,negative
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry",neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings",neutral
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price",positive
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009",positive
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008",negative
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier",negative
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added",neutral
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013,neutral
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008,positive
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million,neutral
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 %",negative
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said",neutral
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY",neutral
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009",negative
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004",positive
"`` Following last year 's good profit development , we have entered the current year in a good position",positive
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices",neutral
Cash flow from operations in January-December 2008 was a,negative
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June",negative
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007",positive
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008",negative
"Exports of goods fell by 59 % , and imports by 16.7 %",negative
"As a result , the company has decided it will implement fixed-term temporary lay-offs",negative
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year",positive
"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava",neutral
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services",neutral
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout",positive
Asian traffic declined by 3.4 per cent,negative
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market",negative
